"facility_code","service_category","service_group","service_detail"
"751658-6","clinical_services","Clinical Services","General Counselling"
"751658-6","clinical_services","Clinical Services","HIV Testing and Counselling"
"751658-6","clinical_services","Clinical Services","Home Visits"
"751658-6","clinical_services","Clinical Services","Pharmacy"
"751658-6","clinical_services","Clinical Services","Phlebotomy"
"751658-6","clinical_services","Clinical Services","School Health"
"751658-6","clinical_services","Clinical Services","Sexual Reproductive Health"
"751658-6","infrastructure","Infrastructure","Electricity"
"751658-6","infrastructure","Infrastructure","Toilets"
"751658-6","infrastructure","Infrastructure","Running Water"
"751658-6","infrastructure","Infrastructure","Internet"
"751658-6","infrastructure","Infrastructure","Pharmacy"
"751658-6","staff","Staff","Senior Registered Nurse (qty: 1)"
"751658-6","staff","Staff","PRN (qty: 1)"
"751658-6","staff","Staff","CRN (qty: 1)"
"741948-4","clinical_services","Clinical Services","Ante Natal Care"
"741948-4","clinical_services","Clinical Services","Child Welfare Clinic"
"741948-4","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"741948-4","clinical_services","Clinical Services","Dispensary"
"741948-4","clinical_services","Clinical Services","Domiciliary"
"741948-4","clinical_services","Clinical Services","Dressings And Injection"
"741948-4","clinical_services","Clinical Services","Expanded Program on Immunizations"
"741948-4","clinical_services","Clinical Services","General Consultation"
"741948-4","clinical_services","Clinical Services","General Counselling"
"741948-4","clinical_services","Clinical Services","HIV Testing and Counselling"
"741948-4","clinical_services","Clinical Services","Home Visits"
"741948-4","clinical_services","Clinical Services","Pharmacy"
"741948-4","clinical_services","Clinical Services","Phlebotomy"
"741948-4","clinical_services","Clinical Services","Sexual Reproductive Health"
"741948-4","infrastructure","Infrastructure","Electricity"
"741948-4","infrastructure","Infrastructure","Toilets"
"741948-4","infrastructure","Infrastructure","Running Water"
"741948-4","staff","Staff","PRN (qty: 1)"
"956424-6","clinical_services","Clinical Services","Ante Natal Care"
"956424-6","clinical_services","Clinical Services","Child Welfare Clinic"
"956424-6","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"956424-6","clinical_services","Clinical Services","Domiciliary"
"956424-6","clinical_services","Clinical Services","Dressings And Injection"
"956424-6","clinical_services","Clinical Services","Expanded Program on Immunizations"
"956424-6","clinical_services","Clinical Services","General Consultation"
"956424-6","clinical_services","Clinical Services","General Counselling"
"956424-6","clinical_services","Clinical Services","HIV Testing and Counselling"
"956424-6","clinical_services","Clinical Services","Home Visits"
"956424-6","clinical_services","Clinical Services","Pharmacy"
"956424-6","clinical_services","Clinical Services","Phlebotomy"
"956424-6","clinical_services","Clinical Services","School Health"
"956424-6","clinical_services","Clinical Services","Sexual Reproductive Health"
"956424-6","infrastructure","Infrastructure","Electricity"
"956424-6","infrastructure","Infrastructure","Toilets"
"956424-6","infrastructure","Infrastructure","Running Water"
"956424-6","infrastructure","Infrastructure","Pharmacy"
"956424-6","staff","Staff","Senior Registered Nurse (qty: 1)"
"956424-6","infrastructure","Infrastructure","Ambulances (qty: 1)"
"956424-6","staff","Staff","PRN (qty: 1)"
"845952-1","clinical_services","Clinical Services","Ante Natal Care"
"845952-1","clinical_services","Clinical Services","Child Welfare Clinic"
"845952-1","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"845952-1","clinical_services","Clinical Services","Domiciliary"
"845952-1","clinical_services","Clinical Services","Dressings And Injection"
"845952-1","clinical_services","Clinical Services","Expanded Program on Immunizations"
"845952-1","clinical_services","Clinical Services","General Consultation"
"845952-1","clinical_services","Clinical Services","General Counselling"
"845952-1","clinical_services","Clinical Services","HIV Testing and Counselling"
"845952-1","clinical_services","Clinical Services","Home Visits"
"845952-1","clinical_services","Clinical Services","Phlebotomy"
"845952-1","clinical_services","Clinical Services","School Health"
"845952-1","clinical_services","Clinical Services","Sexual Reproductive Health"
"845952-1","infrastructure","Infrastructure","Electricity"
"845952-1","infrastructure","Infrastructure","Toilets"
"845952-1","infrastructure","Infrastructure","Running Water"
"845952-1","staff","Staff","ANO (qty: 1)"
"845952-1","staff","Staff","PRN (qty: 1)"
"375911-5","clinical_services","Clinical Services","Ante Natal Care"
"375911-5","clinical_services","Clinical Services","Child Welfare Clinic"
"375911-5","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"375911-5","clinical_services","Clinical Services","Dispensary"
"375911-5","clinical_services","Clinical Services","Domiciliary"
"375911-5","clinical_services","Clinical Services","Dressings And Injection"
"375911-5","clinical_services","Clinical Services","Expanded Program on Immunizations"
"375911-5","clinical_services","Clinical Services","General Consultation"
"375911-5","clinical_services","Clinical Services","General Counselling"
"375911-5","clinical_services","Clinical Services","HIV Testing and Counselling"
"375911-5","clinical_services","Clinical Services","Home Visits"
"375911-5","clinical_services","Clinical Services","Pharmacy"
"375911-5","clinical_services","Clinical Services","Phlebotomy"
"375911-5","clinical_services","Clinical Services","School Health"
"375911-5","clinical_services","Clinical Services","Sexual Reproductive Health"
"375911-5","infrastructure","Infrastructure","Electricity"
"375911-5","infrastructure","Infrastructure","Toilets"
"375911-5","infrastructure","Infrastructure","Running Water"
"375911-5","staff","Staff","PRN (qty: 2)"
"516649-1","clinical_services","Clinical Services","Child Welfare Clinic"
"516649-1","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"516649-1","clinical_services","Clinical Services","Condom Distribution"
"516649-1","clinical_services","Clinical Services","Domiciliary"
"516649-1","clinical_services","Clinical Services","Dressings And Injection"
"516649-1","clinical_services","Clinical Services","General Consultation"
"516649-1","clinical_services","Clinical Services","HIV Testing and Counselling"
"516649-1","clinical_services","Clinical Services","Infectious Disease Control Centre"
"516649-1","clinical_services","Clinical Services","Pharmacy"
"516649-1","clinical_services","Clinical Services","Phlebotomy"
"516649-1","clinical_services","Clinical Services","Post Natal Care"
"516649-1","clinical_services","Clinical Services","Primary Health Care"
"516649-1","clinical_services","Clinical Services","Sexual Reproductive Health"
"516649-1","infrastructure","Infrastructure","Toilets"
"516649-1","infrastructure","Infrastructure","Running Water"
"516649-1","infrastructure","Infrastructure","Pharmacy"
"516649-1","staff","Staff","Senior Registered Nurse (qty: 1)"
"516649-1","staff","Staff","Registered Nurse (qty: 1)"
"396493-9","clinical_services","Clinical Services","Child Welfare Clinic"
"396493-9","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"396493-9","clinical_services","Clinical Services","Dispensary"
"396493-9","clinical_services","Clinical Services","Domiciliary"
"396493-9","clinical_services","Clinical Services","Dressings And Injection"
"396493-9","clinical_services","Clinical Services","Expanded Program on Immunizations"
"396493-9","clinical_services","Clinical Services","General Consultation"
"396493-9","clinical_services","Clinical Services","General Counselling"
"396493-9","clinical_services","Clinical Services","HIV Testing and Counselling"
"396493-9","clinical_services","Clinical Services","Home Visits"
"396493-9","clinical_services","Clinical Services","Pharmacy"
"396493-9","clinical_services","Clinical Services","Phlebotomy"
"396493-9","clinical_services","Clinical Services","School Health"
"396493-9","clinical_services","Clinical Services","Sexual Reproductive Health"
"396493-9","infrastructure","Infrastructure","Electricity"
"396493-9","infrastructure","Infrastructure","Toilets"
"396493-9","infrastructure","Infrastructure","Running Water"
"396493-9","staff","Staff","Registered Nurse (qty: 1)"
"396493-9","staff","Staff","PRN (qty: 2)"
"171566-3","clinical_services","Clinical Services","Ante Natal Care"
"171566-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"171566-3","clinical_services","Clinical Services","Dental"
"171566-3","clinical_services","Clinical Services","Pediatrics"
"171566-3","clinical_services","Clinical Services","Inpatient Care Services"
"171566-3","clinical_services","Clinical Services","Dressings And Injection"
"171566-3","clinical_services","Clinical Services","Child Welfare Clinic"
"171566-3","clinical_services","Clinical Services","Post Natal Care"
"171566-3","clinical_services","Clinical Services","Domiciliary"
"171566-3","clinical_services","Clinical Services","Primary Health Care"
"171566-3","clinical_services","Clinical Services","HIV Testing and Counselling"
"171566-3","clinical_services","Clinical Services","Laboratory"
"171566-3","clinical_services","Clinical Services","X-Ray"
"171566-3","clinical_services","Clinical Services","Pharmacy"
"171566-3","clinical_services","Clinical Services","Infectious Disease Control Centre"
"171566-3","infrastructure","Infrastructure","Toilets"
"171566-3","infrastructure","Infrastructure","Running Water"
"171566-3","staff","Staff","NS (qty: 9)"
"814872-8","clinical_services","Clinical Services","Ante Natal Care"
"814872-8","clinical_services","Clinical Services","Sexual Reproductive Health"
"814872-8","clinical_services","Clinical Services","Dental"
"814872-8","clinical_services","Clinical Services","Maternity"
"814872-8","clinical_services","Clinical Services","Pediatrics"
"814872-8","clinical_services","Clinical Services","Inpatient Care Services"
"814872-8","clinical_services","Clinical Services","Dressings And Injection"
"814872-8","clinical_services","Clinical Services","Child Welfare Clinic"
"814872-8","clinical_services","Clinical Services","Post Natal Care"
"814872-8","clinical_services","Clinical Services","Domiciliary"
"814872-8","clinical_services","Clinical Services","Primary Health Care"
"814872-8","clinical_services","Clinical Services","HIV Testing and Counselling"
"814872-8","clinical_services","Clinical Services","Laboratory"
"814872-8","clinical_services","Clinical Services","X-Ray"
"814872-8","clinical_services","Clinical Services","Pharmacy"
"814872-8","clinical_services","Clinical Services","Infectious Disease Control Centre"
"814872-8","infrastructure","Infrastructure","Toilets"
"814872-8","infrastructure","Infrastructure","Running Water"
"814872-8","staff","Staff","NS (qty: 16)"
"814872-8","infrastructure","Infrastructure","Backup generator (qty: 1)"
"992675-9","clinical_services","Clinical Services","Ante Natal Care"
"992675-9","clinical_services","Clinical Services","Child Welfare Clinic"
"992675-9","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
